CPI序号,波位号,时间戳(ms),帧间隔(ms),目标数,有效点迹数,宽脉冲数,窄脉冲数,最小距离(m),最大距离(m),最小速度(m/s),最大速度(m/s),正高度点数,负高度点数(地杂波)
2136,8,1248280,164,22,22,10,12,601.5,10774.4,-31.67,38.23,6,16
2137,9,1248444,164,4,4,1,3,789.0,3880.5,-3.82,7.37,4,0
2138,10,1248608,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
2139,11,1248772,164,2,2,1,1,841.3,5463.6,1.09,90.49,1,1
2140,12,1248936,164,2,2,2,0,5271.2,11389.7,-3.55,61.98,2,0
2141,13,1249100,164,2,2,2,0,2250.6,4482.0,0.82,0.82,1,1
2142,14,1249264,164,4,4,2,2,1558.0,5031.3,-6.01,1.37,1,3
2143,15,1249428,164,2,2,1,1,1553.7,2255.9,-3.28,1.37,0,2
2144,16,1249592,164,2,2,1,1,1436.4,3352.5,0.82,1.37,1,1
2145,0,1249756,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
2146,1,1249920,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
2147,2,1250084,164,2,2,2,0,3067.5,4049.8,-3.00,11.74,2,0
2148,3,1250248,164,1,1,1,0,3066.7,3066.7,-2.73,-2.73,1,0
2149,4,1250412,164,13,13,10,3,1338.0,11439.4,-47.24,14.20,4,9
2150,5,1250576,164,2,2,0,2,2016.9,2163.6,-3.28,14.20,2,0
2151,6,1250740,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
2152,7,1250904,164,18,18,12,6,838.2,11468.0,-27.58,55.15,3,15
2153,8,1251068,164,16,16,7,9,600.7,10819.2,-45.60,37.95,5,11
2154,9,1251232,164,5,5,1,4,792.3,3857.2,1.09,5.46,4,1
2155,10,1251396,164,1,1,0,1,1531.8,1531.8,-1.09,-1.09,0,1
2156,11,1251560,164,3,3,1,2,425.9,4749.3,0.82,21.30,1,2
2157,12,1251724,164,1,1,1,0,11996.6,11996.6,60.34,60.34,1,0
2158,13,1251888,164,2,2,1,1,2277.2,12191.9,1.09,63.34,1,1
2159,14,1252052,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
2160,15,1252216,164,1,1,0,1,2326.4,2326.4,-9.28,-9.28,0,1
2161,16,1252380,164,2,2,2,0,3330.8,4482.3,0.82,1.64,2,0
2162,0,1252544,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
2163,1,1252708,164,1,1,1,0,6450.0,6450.0,-68.81,-68.81,1,0
2164,2,1252872,164,2,2,1,1,649.6,3089.9,-6.28,-1.91,1,1
2165,3,1253036,164,1,1,1,0,3089.2,3089.2,-1.91,-1.91,1,0
2166,4,1253200,164,16,16,16,0,1457.8,11438.9,-67.71,34.95,6,10
2167,5,1253364,164,2,2,0,2,2129.4,2154.2,2.73,4.91,2,0
2168,6,1253528,164,2,2,2,0,6354.7,11465.4,0.82,3.28,0,2
2169,7,1253692,164,19,19,10,9,816.5,10718.8,-52.97,57.61,1,18
2170,8,1253856,164,17,17,8,9,601.2,10772.2,-51.06,41.23,7,10
2171,9,1254020,164,4,4,3,1,789.9,7771.7,-4.64,5.73,4,0
2172,10,1254184,164,1,1,1,0,7772.8,7772.8,-4.64,-4.64,0,1
2173,11,1254348,164,3,3,0,3,767.3,2202.9,0.82,2.18,1,2
2174,12,1254512,164,1,1,1,0,12622.9,12622.9,58.98,58.98,1,0
2175,13,1254676,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
2176,14,1254840,164,3,3,1,2,259.9,5008.9,-46.69,5.73,2,1
2177,15,1255004,164,2,2,1,1,1608.7,7191.1,-9.28,42.32,1,1
2178,16,1255168,164,1,1,1,0,2082.2,2082.2,1.09,1.09,0,1
2179,0,1255332,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
2180,1,1255496,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
2181,2,1255660,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
2182,3,1255824,164,1,1,1,0,3089.9,3089.9,-0.82,-0.82,1,0
2183,4,1255988,164,16,16,13,3,455.1,11439.4,-64.71,42.05,9,7
2184,5,1256152,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
2185,6,1256316,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
2186,7,1256480,164,17,17,10,7,809.5,10719.0,-67.99,22.66,4,13
2187,8,1256644,164,15,15,6,9,545.9,10770.8,-69.35,51.33,3,12
2188,9,1256808,164,1,1,1,0,3832.9,3832.9,4.37,4.37,1,0
2189,10,1256972,164,1,1,1,0,3832.5,3832.5,4.10,4.10,1,0
2190,11,1257136,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
2191,12,1257300,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
2192,13,1257464,164,2,2,0,2,553.1,2270.9,-0.82,-0.82,0,2
2193,14,1257628,164,3,3,2,1,2275.4,5030.5,-7.10,-0.82,1,2
2194,15,1257792,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
2195,16,1257956,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
2196,0,1258120,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
2197,1,1258284,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
2198,2,1258448,164,1,1,1,0,4003.2,4003.2,3.28,3.28,1,0
2199,3,1258612,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
2200,4,1258776,164,13,13,10,3,448.4,11438.6,-61.43,4.91,6,7
2201,5,1258940,164,1,1,0,1,2254.8,2254.8,0.82,0.82,0,1
2202,6,1259104,164,2,2,2,0,6309.2,6643.1,-0.82,61.98,1,1
2203,7,1259268,164,15,15,7,8,815.2,10718.5,-42.32,50.78,2,13
2204,8,1259432,164,14,14,6,8,602.3,10148.6,-33.58,27.85,3,11
2205,9,1259596,164,4,4,3,1,904.2,7772.9,-0.82,5.19,1,3
2206,10,1259760,164,3,3,2,1,1082.3,3810.6,-0.82,3.28,3,0
2207,11,1259924,164,2,2,1,1,810.0,4817.8,-6.55,-0.82,1,1
2208,12,1260088,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
2209,13,1260252,164,2,2,1,1,2257.9,2970.9,-1.09,0.82,1,1
2210,14,1260416,164,2,2,1,1,2300.5,5030.9,-7.92,0.82,1,1
2211,15,1260580,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
2212,16,1260744,164,1,1,0,1,1964.1,1964.1,1.09,1.09,0,1
2213,0,1260908,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
2214,1,1261072,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
2215,2,1261236,164,1,1,1,0,4001.3,4001.3,7.10,7.10,1,0
2216,3,1261400,164,1,1,1,0,3090.3,3090.3,-1.09,-1.09,1,0
2217,4,1261564,164,15,15,12,3,1443.9,11439.1,-42.32,8.19,7,8
2218,5,1261728,164,1,1,0,1,2272.2,2272.2,-2.73,-2.73,1,0
2219,6,1261892,164,1,1,1,0,6302.8,6302.8,0.82,0.82,1,0
2220,7,1262056,164,9,9,7,2,839.3,11466.0,-4.37,3.28,1,8
2221,8,1262220,164,16,16,7,9,602.3,10815.6,-66.62,22.66,4,12
2222,9,1262384,164,1,1,0,1,2162.5,2162.5,-2.73,-2.73,1,0
2223,10,1262548,164,3,3,2,1,1842.6,4743.1,-1.09,4.64,1,2
2224,11,1262712,164,2,2,1,1,807.5,2465.8,1.09,4.64,1,1
2225,12,1262876,164,2,2,1,1,1483.2,5294.5,-0.82,3.55,1,1
2226,13,1263040,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
2227,14,1263204,164,1,1,1,0,5053.6,5053.6,-4.64,-4.64,1,0
2228,15,1263368,164,1,1,0,1,1987.4,1987.4,2.18,2.18,0,1
2229,16,1263532,164,1,1,0,1,1984.7,1984.7,1.91,1.91,0,1
2230,0,1263696,164,1,1,1,0,10864.8,10864.8,25.12,25.12,1,0
2231,1,1263860,164,1,1,1,0,4145.9,4145.9,-32.76,-32.76,1,0
2232,2,1264024,164,1,1,1,0,3978.2,3978.2,10.10,10.10,1,0
2233,3,1264188,164,1,1,1,0,3090.5,3090.5,-1.64,-1.64,1,0
2234,4,1264352,164,13,13,11,2,1316.6,11439.2,-8.46,7.10,7,6
2235,5,1264516,164,1,1,0,1,2037.7,2037.7,8.19,8.19,1,0
2236,6,1264680,164,1,1,1,0,6311.9,6311.9,0.82,0.82,0,1
2237,7,1264844,164,12,12,8,4,811.4,11462.5,-38.23,14.47,2,10
2238,8,1265008,164,16,16,7,9,619.0,10814.4,-4.91,58.98,3,13
2239,9,1265172,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
2240,10,1265336,164,4,4,2,2,1097.0,9595.1,-14.20,7.65,3,1
2241,11,1265500,164,2,2,1,1,819.0,2466.6,-3.55,0.82,0,2
2242,12,1265664,164,1,1,0,1,1702.1,1702.1,-1.37,-1.37,1,0
2243,13,1265828,164,1,1,1,0,4314.6,4314.6,1.09,1.09,1,0
2244,14,1265992,164,3,3,1,2,1171.1,5054.7,-6.01,-1.37,1,2
2245,15,1266156,164,1,1,0,1,1431.3,1431.3,3.55,3.55,0,1
2246,16,1266320,164,2,2,1,1,1432.0,1986.3,1.37,3.55,0,2
2247,0,1266484,164,1,1,1,0,12378.2,12378.2,19.66,19.66,1,0
2248,1,1266648,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
2249,2,1266812,164,1,1,1,0,3953.4,3953.4,12.01,12.01,1,0
2250,3,1266976,164,1,1,1,0,3112.3,3112.3,-3.82,-3.82,1,0
2251,4,1267140,164,11,11,9,2,504.1,11439.0,-60.89,7.92,5,6
2252,5,1267304,164,2,2,0,2,381.5,2019.8,-21.84,4.91,1,1
2253,6,1267468,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
2254,7,1267632,164,16,16,8,8,649.5,10718.7,-4.64,57.61,2,14
2255,8,1267796,164,13,13,5,8,616.6,10772.9,-46.69,28.94,1,12
2256,9,1267960,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
2257,10,1268124,164,1,1,1,0,3785.7,3785.7,3.82,3.82,0,1
2258,11,1268288,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
2259,12,1268452,164,3,3,1,2,792.9,2297.1,-7.10,-1.91,3,0
2260,13,1268616,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
2261,14,1268780,164,1,1,1,0,5127.5,5127.5,-5.73,-5.73,1,0
2262,15,1268944,164,1,1,0,1,1626.3,1626.3,-0.82,-0.82,0,1
2263,16,1269108,164,1,1,0,1,2035.6,2035.6,1.64,1.64,0,1
2264,0,1269272,164,1,1,1,0,7529.5,7529.5,57.88,57.88,0,1
2265,1,1269436,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
2266,2,1269600,164,2,2,1,1,1557.3,3906.8,-0.82,11.74,1,1
2267,3,1269764,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
2268,4,1269928,164,15,15,13,2,1318.0,11439.1,-3.00,49.42,8,7
2269,5,1270092,164,3,3,0,3,382.8,2157.0,1.09,22.12,2,1
2270,6,1270256,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
2271,7,1270420,164,11,11,8,3,546.7,10718.9,-61.16,42.05,3,8
2272,8,1270584,164,18,18,11,7,524.1,10822.5,-61.16,60.61,5,13
2273,9,1270748,164,1,1,1,0,11778.4,11778.4,-63.07,-63.07,1,0
2274,10,1270912,164,1,1,1,0,3762.5,3762.5,4.10,4.10,0,1
2275,11,1271076,164,2,2,1,1,355.4,3762.4,-1.91,4.10,0,2
2276,12,1271240,164,4,4,2,2,817.0,3163.3,-8.46,-2.46,4,0
2277,13,1271404,164,2,2,1,1,1722.9,4914.7,-5.73,-2.46,2,0
2278,14,1271568,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
2279,15,1271732,164,1,1,0,1,1432.8,1432.8,4.64,4.64,0,1
2280,16,1271896,164,1,1,0,1,1436.5,1436.5,6.28,6.28,0,1
2281,0,1272060,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
2282,1,1272224,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
2283,2,1272388,164,1,1,1,0,3881.7,3881.7,12.01,12.01,1,0
2284,3,1272552,164,1,1,1,0,2634.3,2634.3,-1.64,-1.64,1,0
2285,4,1272716,164,18,18,14,4,505.3,11439.3,-61.16,42.59,8,10
2286,5,1272880,164,1,1,0,1,2034.9,2034.9,6.55,6.55,1,0
2287,6,1273044,164,2,2,1,1,840.7,1577.3,3.55,4.64,2,0
2288,7,1273208,164,10,10,8,2,839.0,10718.9,-0.82,25.67,3,7
2289,8,1273372,164,17,17,9,8,502.7,10821.6,-60.34,58.98,5,12
2290,9,1273536,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
2291,10,1273700,164,2,2,1,1,1672.6,3234.9,-7.92,4.91,2,0
2292,11,1273864,164,2,2,2,0,3424.2,4748.5,-4.64,-3.17,2,0
2293,12,1274028,164,1,1,0,1,837.3,837.3,-6.01,-6.01,1,0
2294,13,1274192,164,4,4,2,2,837.8,6573.1,-4.91,39.32,4,0
2295,14,1274356,164,2,2,2,0,5008.2,5128.0,6.55,10.38,2,0
2296,15,1274520,164,1,1,0,1,1700.1,1700.1,1.37,1.37,0,1
2297,16,1274684,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
2298,0,1274848,164,1,1,0,1,383.4,383.4,11.52,11.52,1,0
2299,1,1275012,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
2300,2,1275176,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
2301,3,1275340,164,1,1,1,0,12209.7,12209.7,-0.82,-0.82,1,0
2302,4,1275504,164,22,22,18,4,1314.5,11439.2,-61.98,58.43,10,12
2303,5,1275668,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
2304,6,1275832,164,2,2,1,1,834.4,11462.9,1.91,4.64,2,0
2305,7,1275996,164,15,15,7,8,644.5,10718.8,-53.79,19.39,4,11
2306,8,1276160,164,18,18,6,12,470.3,5272.1,-69.62,61.43,2,16
2307,9,1276324,164,1,1,1,0,4627.9,4627.9,0.82,0.82,0,1
2308,10,1276488,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
2309,11,1276652,164,3,3,1,2,380.1,4007.0,-4.75,-1.37,1,2
2310,12,1276816,164,4,4,3,1,1388.0,4743.3,-4.75,81.44,3,1
2311,13,1276980,164,1,1,0,1,1728.7,1728.7,-3.28,-3.28,1,0
2312,14,1277144,164,3,3,3,0,4964.3,5108.6,-7.37,11.47,3,0
2313,15,1277308,164,3,3,3,0,1433.9,3018.1,-11.19,5.73,1,2
2314,16,1277472,164,1,1,0,1,1431.5,1431.5,5.73,5.73,0,1
2315,0,1277636,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
2316,1,1277800,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
2317,2,1277964,164,1,1,1,0,3810.3,3810.3,12.01,12.01,1,0
2318,3,1278128,164,2,2,2,0,2632.4,12186.2,0.82,4.10,2,0
2319,4,1278292,164,17,17,11,6,455.3,11439.5,-49.15,61.43,9,8
2320,5,1278456,164,2,2,1,1,624.9,3161.3,-5.73,0.82,2,0
2321,6,1278620,164,2,2,1,1,2210.9,11461.8,-0.82,1.64,1,1
2322,7,1278784,164,9,9,7,2,835.2,10718.6,-61.98,41.23,4,5
2323,8,1278948,164,16,16,11,5,617.9,10817.5,-22.39,49.15,5,11
2324,9,1279112,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
2325,10,1279276,164,2,2,2,0,3162.5,3714.4,2.18,6.01,0,2
2326,11,1279440,164,3,3,3,0,3714.0,5295.0,-6.55,6.01,3,0
2327,12,1279604,164,1,1,1,0,4626.9,4626.9,-4.75,-4.75,1,0
2328,13,1279768,164,1,1,1,0,4545.9,4545.9,-1.09,-1.09,1,0
2329,14,1279932,164,1,1,1,0,5060.6,5060.6,1.37,1.37,1,0
2330,15,1280096,164,1,1,1,0,3353.6,3353.6,21.57,21.57,1,0
2331,16,1280260,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
2332,0,1280424,164,1,1,0,1,645.9,645.9,-4.91,-4.91,1,0
2333,1,1280588,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
2334,2,1280752,164,1,1,1,0,3763.7,3763.7,12.01,12.01,1,0
2335,3,1280916,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
2336,4,1281080,164,11,11,11,0,1458.4,11439.6,-69.35,41.23,3,8
2337,5,1281244,164,1,1,0,1,2012.7,2012.7,12.56,12.56,1,0
2338,6,1281408,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
2339,7,1281572,164,13,13,6,7,637.2,10718.8,-43.69,69.90,0,13
2340,8,1281736,164,14,14,6,8,546.5,10818.1,-31.95,61.71,7,7
2341,9,1281900,164,1,1,1,0,2969.9,2969.9,4.64,4.64,1,0
2342,10,1282064,164,3,3,3,0,3136.5,12689.7,6.83,61.98,3,0
2343,11,1282228,164,2,2,1,1,377.5,4887.6,-3.82,4.10,1,1
2344,12,1282392,164,2,2,1,1,1482.1,5207.7,-4.75,0.82,1,1
2345,13,1282556,164,2,2,0,2,1509.5,1749.6,-3.82,-1.37,2,0
2346,14,1282720,164,1,1,0,1,768.0,768.0,-1.37,-1.37,1,0
2347,15,1282884,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
2348,16,1283048,164,1,1,0,1,1123.5,1123.5,-1.64,-1.64,0,1
2349,0,1283212,164,1,1,0,1,645.7,645.7,7.65,7.65,1,0
2350,1,1283376,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
2351,2,1283540,164,1,1,1,0,3738.7,3738.7,12.01,12.01,1,0
2352,3,1283704,164,1,1,1,0,2585.5,2585.5,8.46,8.46,1,0
2353,4,1283868,164,23,23,18,5,1337.1,11439.9,-51.33,64.16,8,15
2354,5,1284032,164,2,2,2,0,2466.4,3186.3,-6.83,2.18,2,0
2355,6,1284196,164,2,2,0,2,625.1,810.2,-2.18,2.18,2,0
2356,7,1284360,164,13,13,7,6,747.5,10718.6,-66.35,49.97,0,13
2357,8,1284524,164,21,21,9,12,601.0,10819.1,-58.70,69.62,5,16
2358,9,1284688,164,1,1,0,1,1292.9,1292.9,5.46,5.46,0,1
2359,10,1284852,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
2360,11,1285016,164,2,2,2,0,3690.8,5007.8,-3.00,3.28,2,0
2361,12,1285180,164,3,3,2,1,1484.4,5799.0,-6.83,0.82,2,1
2362,13,1285344,164,2,2,2,0,4289.8,4291.0,1.09,1.37,2,0
2363,14,1285508,164,3,3,2,1,2061.4,6665.1,-54.33,7.10,2,1
2364,15,1285672,164,1,1,0,1,1489.3,1489.3,-0.82,-0.82,0,1
2365,16,1285836,164,4,4,2,2,1962.2,10170.7,-23.48,1.91,0,4
2366,0,1286000,164,1,1,0,1,1941.0,1941.0,1.91,1.91,1,0
2367,1,1286164,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
2368,2,1286328,164,1,1,1,0,3713.5,3713.5,11.74,11.74,1,0
2369,3,1286492,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
2370,4,1286656,164,21,21,19,2,455.9,11439.7,-68.53,52.42,9,12
2371,5,1286820,164,1,1,1,0,3210.2,3210.2,-7.65,-7.65,1,0
2372,6,1286984,164,2,2,0,2,1270.1,1292.0,-0.82,0.82,1,1
2373,7,1287148,164,13,13,7,6,1508.4,10718.3,-68.53,57.88,1,12
2374,8,1287312,164,18,18,10,8,310.4,10813.8,-58.43,31.13,7,11
2375,9,1287476,164,1,1,0,1,1121.7,1121.7,-0.82,-0.82,0,1
2376,10,1287640,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
2377,11,1287804,164,3,3,2,1,339.6,3690.9,-1.91,4.37,1,2
2378,12,1287968,164,1,1,1,0,4819.6,4819.6,-4.64,-4.64,1,0
2379,13,1288132,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
2380,14,1288296,164,4,4,2,2,980.3,5031.4,-8.74,4.64,4,0
2381,15,1288460,164,1,1,1,0,1457.0,1457.0,5.73,5.73,1,0
2382,16,1288624,164,1,1,1,0,2706.8,2706.8,-1.09,-1.09,0,1
2383,0,1288788,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
2384,1,1288952,164,2,2,2,0,12210.4,12707.8,-66.08,-0.82,2,0
2385,2,1289116,164,2,2,1,1,1894.5,3667.3,-0.82,12.01,1,1
2386,3,1289280,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
2387,4,1289444,164,17,17,14,3,451.1,11439.5,-69.35,16.38,8,9
2388,5,1289608,164,2,2,2,0,3233.4,3234.0,-7.37,-7.37,2,0
2389,6,1289772,164,3,3,2,1,835.8,11944.9,-6.01,4.37,1,2
2390,7,1289936,164,16,16,9,7,1433.7,10718.5,-63.62,56.52,3,13
2391,8,1290100,164,13,13,5,8,600.2,10771.5,-39.86,28.40,2,11
2392,9,1290264,164,1,1,1,0,12571.9,12571.9,55.97,55.97,0,1
2393,10,1290428,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
2394,11,1290592,164,1,1,0,1,2127.7,2127.7,1.37,1.37,0,1
2395,12,1290756,164,5,5,5,0,2633.3,6959.6,-8.74,3.55,4,1
2396,13,1290920,164,1,1,1,0,3307.0,3307.0,65.26,65.26,1,0
2397,14,1291084,164,1,1,1,0,5009.3,5009.3,4.37,4.37,1,0
2398,15,1291248,164,1,1,1,0,2537.6,2537.6,-9.83,-9.83,1,0
2399,16,1291412,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
2400,0,1291576,164,2,2,0,2,595.3,595.5,2.73,3.55,2,0
2401,1,1291740,164,2,2,2,0,3972.5,12540.3,-90.49,59.80,2,0
2402,2,1291904,164,1,1,1,0,3642.0,3642.0,12.01,12.01,1,0
2403,3,1292068,164,2,2,1,1,1892.2,12213.1,-40.68,-0.82,1,1
2404,4,1292232,164,11,11,7,4,1339.2,11439.1,-60.89,7.37,4,7
2405,5,1292396,164,3,3,2,1,381.5,3257.6,-22.66,-7.65,2,1
2406,6,1292560,164,3,3,3,0,2466.9,3257.7,-7.65,4.37,3,0
2407,7,1292724,164,8,8,7,1,1074.4,10718.7,-1.91,11.19,2,6
2408,8,1292888,164,20,20,11,9,501.0,10816.1,-65.53,53.79,8,12
2409,9,1293052,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
2410,10,1293216,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
2411,11,1293380,164,1,1,0,1,382.6,382.6,3.82,3.82,0,1
2412,12,1293544,164,1,1,1,0,7572.8,7572.8,-6.33,-6.33,1,0
2413,13,1293708,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
2414,14,1293872,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
2415,15,1294036,164,1,1,0,1,1512.3,1512.3,-1.37,-1.37,0,1
2416,16,1294200,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
2417,0,1294364,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
2418,1,1294528,164,1,1,1,0,12380.6,12380.6,46.14,46.14,1,0
2419,2,1294692,164,3,3,3,0,2441.0,12374.9,12.01,45.05,3,0
2420,3,1294856,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
2421,4,1295020,164,16,16,14,2,504.8,11439.1,-21.84,37.13,4,12
2422,5,1295184,164,2,2,2,0,3280.7,3281.1,-7.37,-7.37,2,0
2423,6,1295348,164,4,4,2,2,859.0,3281.1,-7.37,-0.82,3,1
2424,7,1295512,164,13,13,8,5,1433.4,10718.9,-29.76,66.62,2,11
2425,8,1295676,164,16,16,7,9,601.0,10822.8,-67.99,22.39,6,10
2426,9,1295840,164,4,4,1,3,230.5,7050.1,-1.64,57.61,4,0
2427,10,1296004,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
2428,11,1296168,164,4,4,3,1,2204.4,5319.8,-4.64,2.73,3,1
2429,12,1296332,164,4,4,4,0,3474.8,8150.4,-6.33,3.55,4,0
2430,13,1296496,164,3,3,2,1,2304.7,4938.6,-0.82,65.53,2,1
2431,14,1296660,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
2432,15,1296824,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
2433,16,1296988,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
2434,0,1297152,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
2435,1,1297316,164,2,2,2,0,3571.2,12279.9,11.74,31.95,2,0
2436,2,1297480,164,3,3,2,1,1867.8,12280.3,-21.30,31.13,2,1
2437,3,1297644,164,2,2,1,1,1869.8,2490.3,-21.84,2.46,1,1
2438,4,1297808,164,16,16,14,2,1291.4,11439.1,-60.89,32.49,6,10
2439,5,1297972,164,2,2,2,0,3304.7,3305.0,-7.65,-7.65,2,0
2440,6,1298136,164,3,3,3,0,3282.7,11490.8,-7.65,-1.91,2,1
2441,7,1298300,164,14,14,7,7,1000.4,11490.2,-56.79,3.55,2,12
2442,8,1298464,164,14,14,6,8,619.9,10815.0,-28.12,49.69,4,10
2443,9,1298628,164,1,1,0,1,1123.6,1123.6,5.73,5.73,0,1
2444,10,1298792,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
2445,11,1298956,164,3,3,2,1,501.2,4841.3,-34.40,3.28,2,1
2446,12,1299120,164,1,1,1,0,3163.4,3163.4,6.01,6.01,1,0
2447,13,1299284,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
2448,14,1299448,164,1,1,1,0,4887.1,4887.1,-6.83,-6.83,1,0
2449,15,1299612,164,2,2,1,1,571.0,9548.6,-61.71,1.37,0,2
2450,16,1299776,164,2,2,0,2,2016.4,2032.3,-2.46,-1.37,0,2
2451,0,1299940,164,1,1,0,1,356.9,356.9,-44.78,-44.78,0,1
2452,1,1300104,164,2,2,2,0,12206.1,12207.2,19.39,19.66,2,0
2453,2,1300268,164,2,2,2,0,3545.1,12205.3,12.01,18.84,2,0
2454,3,1300432,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
2455,4,1300596,164,14,14,11,3,547.1,11439.2,-58.43,5.73,6,8
2456,5,1300760,164,1,1,1,0,3328.7,3328.7,-8.19,-8.19,1,0
2457,6,1300924,164,2,2,2,0,3328.4,11491.5,-8.19,-2.18,1,1
2458,7,1301088,164,14,14,8,6,1417.4,11492.8,-69.35,48.05,3,11
2459,8,1301252,164,15,15,7,8,330.4,10821.9,-37.41,53.79,3,12
2460,9,1301416,164,2,2,1,1,1098.4,2922.7,-1.09,8.19,0,2
2461,10,1301580,164,1,1,0,1,1529.2,1529.2,0.82,0.82,0,1
2462,11,1301744,164,2,2,1,1,1769.3,5325.5,-5.46,-4.64,2,0
2463,12,1301908,164,1,1,0,1,1168.9,1168.9,3.28,3.28,1,0
2464,13,1302072,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
2465,14,1302236,164,1,1,1,0,5606.4,5606.4,28.94,28.94,1,0
2466,15,1302400,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
2467,16,1302564,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
2468,0,1302728,164,1,1,1,0,5631.7,5631.7,-22.12,-22.12,1,0
2469,1,1302892,164,1,1,1,0,12162.7,12162.7,9.28,9.28,1,0
2470,2,1303056,164,3,3,3,0,3499.3,12179.8,8.46,12.01,3,0
2471,3,1303220,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
2472,4,1303384,164,15,15,10,5,444.5,11439.5,-47.78,39.32,4,11
2473,5,1303548,164,0,0,0,0,0.0,0.0,0.00,0.00,0,0
2474,6,1303712,164,4,4,2,2,883.5,3352.5,-7.10,0.82,4,0
